"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186367",1.29116181407529,-26.6288735254716,3.22858005127992,-8.24785915248253,1.61257268718787e-16,5.79139354876652e-12
"ENSG00000185686",0.711243695557161,-25.7064274131011,3.79331201839264,-6.77677641292314,1.22886836229709e-11,2.20667891817689e-07
"ENSG00000272209",1.27521391310044,-21.3718234413554,3.20557557849409,-6.66707831964312,2.60945859787713e-11,3.12386986947198e-07
"ENSG00000231256",1.17972023761506,-21.0966225158388,3.27419432994396,-6.44330189045313,1.16901834379897e-10,1.04960311997991e-06
"ENSG00000236069",0.423832650218258,-23.6334450582763,3.79330160426399,-6.23031003696365,4.65512985593829e-10,3.34368667292335e-06
"ENSG00000235288",0.995924522141281,-20.7130412541018,3.44610738305777,-6.01056175902531,1.84881560301632e-09,1.1066393927788e-05
"ENSG00000183695",0.859522567916432,-21.1331049315546,3.56861778105573,-5.92193006596033,3.18184939412861e-09,1.63247055915336e-05
"ENSG00000201700",1.19375566763398,-21.4837200748581,3.65384315352931,-5.87975979595801,4.10862269858233e-09,1.84446344496107e-05
"ENSG00000277498",2.66409096476524,14.540157446251,2.52873232059832,5.74997888381111,8.92545959063331e-09,3.56165506375561e-05
"ENSG00000271984",1.07673156380769,18.8920749410207,3.37445370146962,5.59855805186866,2.16142026372165e-08,5.77433414385145e-05
"ENSG00000232015",1.08079811157468,18.877911992117,3.37617043398199,5.5915162937588,2.250951662692e-08,5.77433414385145e-05
"ENSG00000147896",1.04900945738387,19.0562784325445,3.39864859997952,5.6070163984177,2.05844164812251e-08,5.77433414385145e-05
"ENSG00000280068",0.764433163289327,-20.9903532185301,3.73393241124927,-5.6215139715149,1.89291186590418e-08,5.77433414385145e-05
"ENSG00000184106",0.793258914010319,-20.9684303507378,3.72751724631597,-5.62530740037798,1.85177913388078e-08,5.77433414385145e-05
"ENSG00000231795",0.71183127364927,-20.7725365858708,3.73410287673128,-5.56292562674502,2.65288973494248e-08,5.95474262129526e-05
"ENSG00000213063",0.780504718860874,-20.9254784758349,3.75910588470384,-5.56661054986045,2.59742019342503e-08,5.95474262129526e-05
"ENSG00000218502",0.748165764844081,-20.6527994775188,3.74354667924704,-5.51690715972931,3.45017578196028e-08,6.88386739074009e-05
"ENSG00000253893",0.811170329759641,-20.8076752661481,3.76585337577458,-5.52535459824383,3.28820803533109e-08,6.88386739074009e-05
"ENSG00000285973",0.80165017408537,-20.2561792390934,3.71094936459178,-5.45848979572958,4.80201456777312e-08,8.30327312855393e-05
"ENSG00000236776",0.994661755228157,18.7977567129171,3.46471909291874,5.42547785514166,5.77996959998464e-08,8.30327312855393e-05
"ENSG00000232768",0.611916321667483,-20.4486213851956,3.76713892433411,-5.42815696365912,5.69389551326941e-08,8.30327312855393e-05
"ENSG00000251389",0.690403775017276,-20.4740172595238,3.76243850722533,-5.44168820838023,5.27779919219376e-08,8.30327312855393e-05
"ENSG00000285427",0.688150186517131,-20.4165091930651,3.76270336078617,-5.42602146261122,5.762403301541e-08,8.30327312855393e-05
"ENSG00000272647",0.98092788202806,18.8586664391786,3.47272928871433,5.43050289018077,5.6195469296322e-08,8.30327312855393e-05
"ENSG00000206791",0.611916321667483,-20.4486213851956,3.76713892433411,-5.42815696365912,5.69389551326941e-08,8.30327312855393e-05
"ENSG00000279620",0.841556257816203,-20.265438583954,3.76180118136174,-5.38716365031765,7.15782559361935e-08,9.88715955266328e-05
"ENSG00000276727",1.93549878951847,16.5241130174805,3.07275569220666,5.37762017962902,7.5476831345326e-08,0.000100395367442075
"ENSG00000235537",0.632762487567658,-20.228980117473,3.76863008196773,-5.36772770940437,7.97348078678342e-08,0.000102271281777336
"ENSG00000096264",0.52668371621798,-20.1484374746389,3.76921218814652,-5.34553017153081,9.01527784854956e-08,0.000111646444363038
"ENSG00000201239",0.591197103504785,-20.0015370667511,3.75207817603138,-5.33078899968628,9.77869822784298e-08,0.000117064056051584
"ENSG00000284883",0.559314432027426,-20.0340301718229,3.76907213344836,-5.31537457031728,1.0643814740852e-07,0.000123310310517084
"ENSG00000212342",0.788517505055444,-19.8765771054481,3.76058150546814,-5.28550626453548,1.25357582538655e-07,0.000140690381852914
"ENSG00000229835",0.82930261457317,-19.8253114045509,3.75814524859637,-5.27529142519319,1.32545285167139e-07,0.000144249435499777
"ENSG00000275345",0.4398787750382,-19.7295633217559,3.7773765694151,-5.22308617083703,1.75965452305568e-07,0.000185871272179475
