"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099536","synaptic signaling","46/641","445/12837",0.103370786516854,2.07015723325562,5.26734852734438,2.1328371340642e-06,0.000135484377331555,9.430350750899e-05,"SCRIB/PRKAR2B/PLAT/NSG1/LRRK2/RGS4/ADORA1/BDNF/CLMP/CNRIP1/APOE/SQSTM1/MEF2C/CDH11/PLCB1/CCL2/VPS18/LPAR3/DRP2/INA/TSHZ3/GDNF/MDM2/UCN/MAP1A/GRIK1/LIN7A/SYT11/SLC29A1/NCDN/GPR176/SNCG/BEST1/RASGRF2/CNIH2/BRSK1/SV2A/SYT1/NR3C1/PLK2/STXBP5/PLCL1/PRNP/LYNX1/WNT5A/IL1B",46
"GO:0045765","regulation of angiogenesis","30/641","237/12837",0.126582278481013,2.53500266592942,5.46805904682687,2.50605709518528e-06,0.000156780450697273,0.000109126577549319,"FGF2/ADAMTS1/HSPB1/DCN/GREM1/HMOX1/TWIST1/CD36/C3/ECM1/CHI3L1/ADGRA2/SPARC/CXCL8/ADM/COL4A2/FBLN5/GRN/RECK/JCAD/NRP1/SPHK1/TEK/THBS1/PLK2/EMILIN1/PRKD1/IL6/WNT5A/IL1B",30
"GO:0099537","trans-synaptic signaling","44/641","421/12837",0.104513064133017,2.09303307999303,5.22779637045737,2.66976755418982e-06,0.000162779385871366,0.000113302118961386,"SCRIB/PRKAR2B/PLAT/NSG1/LRRK2/RGS4/ADORA1/BDNF/CLMP/CNRIP1/APOE/SQSTM1/MEF2C/CDH11/PLCB1/CCL2/VPS18/LPAR3/INA/TSHZ3/GDNF/MDM2/UCN/MAP1A/GRIK1/LIN7A/SYT11/SLC29A1/NCDN/GPR176/SNCG/BEST1/RASGRF2/CNIH2/BRSK1/SV2A/SYT1/NR3C1/PLK2/STXBP5/PLCL1/PRNP/WNT5A/IL1B",44
"GO:0050804","modulation of chemical synaptic transmission","34/641","288/12837",0.118055555555556,2.36424206968279,5.36807139477683,2.68079395477183e-06,0.000162779385871366,0.000113302118961386,"PRKAR2B/PLAT/NSG1/LRRK2/RGS4/ADORA1/BDNF/CLMP/CNRIP1/APOE/SQSTM1/MEF2C/CDH11/PLCB1/CCL2/VPS18/INA/TSHZ3/MDM2/UCN/MAP1A/GRIK1/SYT11/NCDN/BEST1/RASGRF2/BRSK1/SYT1/PLK2/STXBP5/PLCL1/PRNP/WNT5A/IL1B",34
"GO:0009612","response to mechanical stimulus","22/641","145/12837",0.151724137931034,3.03850664371402,5.65934619770898,2.90590321214463e-06,0.000173890932796307,0.000121036278939908,"FGF2/KCNJ2/IGFBP2/XPC/SCN9A/TCAP/CHI3L1/TXNIP/MMP14/DDR2/UCN/RCAN1/CASP1/FBN1/ITGA2/TEK/COL1A1/THBS1/CYBA/FAS/TRPA1/IL1B",22
"GO:0099177","regulation of trans-synaptic signaling","34/641","290/12837",0.117241379310345,2.34793695196084,5.32272207529995,3.13078161216825e-06,0.000184671389666324,0.000128539984646907,"PRKAR2B/PLAT/NSG1/LRRK2/RGS4/ADORA1/BDNF/CLMP/CNRIP1/APOE/SQSTM1/MEF2C/CDH11/PLCB1/CCL2/VPS18/INA/TSHZ3/MDM2/UCN/MAP1A/GRIK1/SYT11/NCDN/BEST1/RASGRF2/BRSK1/SYT1/PLK2/STXBP5/PLCL1/PRNP/WNT5A/IL1B",34
"GO:0050900","leukocyte migration","32/641","265/12837",0.120754716981132,2.41829688281871,5.34838990374851,3.25197386345622e-06,0.000189118311017052,0.000131635251342963,"SIRPA/TNFRSF18/GREM1/HMOX1/SAA1/THY1/IL33/CXCL6/PLCB1/CCL2/IL27RA/C3/VEGFD/CXCL8/MMP14/TNFAIP6/JAM3/GNAI1/MICOS10-NBL1/ITGA2/NBL1/GDF15/SWAP70/EDNRB/LCK/CD4/THBS1/SBDS/EMILIN1/RARRES2/IL6/WNT5A",32
"GO:0043542","endothelial cell migration","26/641","192/12837",0.135416666666667,2.71192472698908,5.47912266686578,3.35882538242542e-06,0.000189299562619893,0.000131761410994918,"FGF2/HSPB1/DCN/GREM1/HMOX1/APOE/MEF2C/ADGRA2/SPARC/PTGS2/FAP/ATOH8/GRN/ZEB2/JCAD/NRP1/PLPP3/FSTL1/TEK/FGFR1/MICALL1/THBS1/PLK2/STC1/PRKD1/WNT5A",26
"GO:0050678","regulation of epithelial cell proliferation","28/641","216/12837",0.12962962962963,2.59603050788698,5.42320900339595,3.39173833300174e-06,0.000189299562619893,0.000131761410994918,"FGF2/MCC/FBXW7/DAB2/CDKN2B/HMOX1/APOE/MEF2C/SNAI2/FGF7/CCL2/ECM1/SPARC/AREG/HRAS/ATOH8/GRN/JCAD/NRP1/MMP12/EDNRB/TEK/FGFR1/THBS1/EREG/CYBA/PRKD1/WNT5A",28
"GO:0032905","transforming growth factor beta1 production","7/641","15/12837",0.466666666666667,9.34570982839314,7.41423223153758,3.39262960374717e-06,0.000189299562619893,0.000131761410994918,"LUM/CHI3L1/FURIN/THBS1/IL13RA2/SERPINB7/COL3A1",7
