"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"ENSG00000176971",305.143844854104,2.10946887757938,0.329478142185648,6.40245469270243,1.52898509150398e-10,1.96300080140184e-07,TRUE,"Up"
"ENSG00000166592",132.737707299456,2.61921426250349,0.412081454397909,6.35605954733006,2.06994812098613e-10,1.96300080140184e-07,TRUE,"Up"
"ENSG00000148175",8786.54336218252,1.8954115356649,0.299089440756397,6.33727332824391,2.33866901063642e-10,2.10110947429283e-07,TRUE,"Up"
"ENSG00000128422",59.7720005977496,3.79868739008875,0.600781470922712,6.32291036581825,2.56682209488813e-10,2.19078265798702e-07,TRUE,"Up"
"ENSG00000151632",359.345886440632,1.49769858011372,0.237376051575212,6.30939208136243,2.80133620115005e-10,2.27708614064911e-07,TRUE,"Up"
"ENSG00000121068",480.47422597494,1.98575470339167,0.32027708710178,6.20011478610899,5.64219950959168e-10,4.377833892215e-07,TRUE,"Up"
"ENSG00000172348",564.337175802593,1.47505376406856,0.238455307930881,6.18587095782376,6.17605152570151e-10,4.58370432798803e-07,TRUE,"Up"
"ENSG00000162614",232.999203393281,1.46326478563681,0.239469756970371,6.11043667538299,9.93588969072837e-10,7.06690154253055e-07,TRUE,"Up"
"ENSG00000099194",15111.6829952346,-1.23365345186356,0.202191739302919,-6.10140382647052,1.05140896033133e-09,7.17902038114235e-07,TRUE,"Down"
"ENSG00000131746",2401.70113247591,-1.37246070192439,0.225407147574402,-6.08880737231888,1.13754885825572e-09,7.46844577324043e-07,TRUE,"Down"
"ENSG00000268388",811.089092646545,1.73485244465807,0.288482105571414,6.01372636691535,1.81306453327528e-09,1.12025114815592e-06,TRUE,"Up"
"ENSG00000164761",564.029234172274,2.17804535593846,0.362309979335298,6.01155220713035,1.8375531428451e-09,1.12025114815592e-06,TRUE,"Up"
"ENSG00000166482",129.605163613002,2.07107562053425,0.345973556003723,5.98622520303823,2.1476695441095e-09,1.26416272820515e-06,TRUE,"Up"
"ENSG00000159674",1429.89805193432,1.81147068048653,0.303956736349402,5.95963327624436,2.52804611430842e-09,1.43845823904149e-06,TRUE,"Up"
"ENSG00000136531",47.1423042088937,3.13096175632839,0.528013387919064,5.92970145826741,3.03485955735589e-09,1.67113073045371e-06,TRUE,"Up"
"ENSG00000140274",2400.90927081917,1.2079158297361,0.20727481434321,5.8276054115094,5.62283337609212e-09,2.99943017905914e-06,TRUE,"Up"
"ENSG00000072571",564.058300423176,-1.3750470045787,0.237855608574221,-5.78101568771554,7.42509655408685e-09,3.84079994479583e-06,TRUE,"Down"
"ENSG00000116741",2187.30286099342,1.43470688479971,0.248856155715693,5.76520552876657,8.15583882043648e-09,4.09471084308384e-06,TRUE,"Up"
"ENSG00000138685",325.49029619515,1.12610072183588,0.196288475124877,5.73696810838978,9.63863976214304e-09,4.7009023068509e-06,TRUE,"Up"
"ENSG00000180875",457.323164486935,1.22493033117467,0.214475611041331,5.71128029535544,1.12129388290787e-08,5.31680182812147e-06,TRUE,"Up"
"ENSG00000163453",2231.51188661748,1.34946724042476,0.237603486373843,5.67949259086849,1.35094901558944e-08,6.23262153948968e-06,TRUE,"Up"
"ENSG00000081189",150.384466426249,1.53331359019533,0.272088551593016,5.63534768816301,1.74705495887874e-08,7.64672516616926e-06,TRUE,"Up"
"ENSG00000123610",166.29743263522,3.04135576601352,0.539461566200958,5.63776171754294,1.72274661412303e-08,7.64672516616926e-06,TRUE,"Up"
"ENSG00000182326",5513.31126563965,1.31914731219757,0.236208442084344,5.58467470746258,2.3413804173552e-08,9.99184093106332e-06,TRUE,"Up"
"ENSG00000170373",798.421546326655,1.35964354510074,0.244337066295732,5.56462253440952,2.62720467367526e-08,1.09381423852772e-05,TRUE,"Up"
"ENSG00000141753",5806.51625171527,1.00833484781559,0.18157446470669,5.55328553188594,2.80349575216683e-08,1.13942077355923e-05,TRUE,"Up"
"ENSG00000157168",71.6211054453834,2.46855801729155,0.447535454672106,5.51589374991569,3.47011870527972e-08,1.37755642556104e-05,TRUE,"Up"
"ENSG00000169174",1137.77024975722,-1.86577789159147,0.339728044342381,-5.49197489775416,3.9746389600669e-08,1.51600171853201e-05,TRUE,"Down"
"ENSG00000161513",930.017427787224,1.09127056467731,0.198737791433213,5.49100680251868,3.99648959191216e-08,1.51600171853201e-05,TRUE,"Up"
"ENSG00000204262",444.407581504386,1.32452569165086,0.24176740076595,5.47851235300787,4.28916648539701e-08,1.59165373708102e-05,TRUE,"Up"
"ENSG00000105825",20879.7864012182,1.64658286698265,0.30225605503264,5.44764228728137,5.10418798007212e-08,1.85379763446449e-05,TRUE,"Up"
"ENSG00000100344",172.832374650362,-2.01300146629352,0.370004101391417,-5.44048419659009,5.31359535584213e-08,1.88964734842136e-05,TRUE,"Down"
"ENSG00000112972",3451.65058755343,-1.447788455999,0.266938241809788,-5.42368319422232,5.83833203068695e-08,2.03388424007809e-05,TRUE,"Down"
"ENSG00000140451",232.095187364332,-1.30126107124451,0.240591010766038,-5.40860220463482,6.35185358284312e-08,2.16852281318264e-05,TRUE,"Down"
