"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"ENSG00000247934",2.23134273217144,20.9006722928815,3.35445102728126,6.23072810510554,4.64272280339289e-10,6.78023238207498e-07,TRUE,"Up"
"ENSG00000183128",1.96580150067379,-23.2232269450691,3.75057314818959,-6.19191414951578,5.94379252846652e-10,8.26696629387857e-07,TRUE,"Down"
"ENSG00000276724",1.48877136631589,-22.9949111352331,3.72113468494698,-6.1795428228529,6.42874950128763e-10,8.53504161061859e-07,TRUE,"Down"
"ENSG00000064300",1.21168000056774,-22.7711787717662,3.75289335696716,-6.06763278511286,1.29809284647054e-09,1.64846503737876e-06,TRUE,"Down"
"ENSG00000259100",2.07269405812132,-22.7153939075899,3.75437609346542,-6.05037783697979,1.44506508725967e-09,1.75864421119501e-06,TRUE,"Down"
"ENSG00000271387",1.72645080577518,-22.1126316022056,3.66484025411648,-6.03372318271389,1.60224441008859e-09,1.8719341891947e-06,TRUE,"Down"
"ENSG00000280194",1.53757460623761,-22.5139594925036,3.75304199857299,-5.99885626141781,1.98712152813333e-09,2.11150659704899e-06,TRUE,"Down"
"ENSG00000248590",1.66277536286537,-19.8088490760263,3.298249924603,-6.00586660466935,1.90312617393236e-09,2.11150659704899e-06,TRUE,"Down"
"ENSG00000220925",1.56296337305297,-22.2758373380011,3.71874420551397,-5.99015046664722,2.09646984779583e-09,2.11150659704899e-06,TRUE,"Down"
"ENSG00000272823",1.87324641391599,-22.4899157846149,3.75333766127057,-5.99197775800477,2.07304284136987e-09,2.11150659704899e-06,TRUE,"Down"
"ENSG00000204963",1.35756293626481,-22.2201845260497,3.72621190185908,-5.96321012097128,2.47330037131327e-09,2.4080052415106e-06,TRUE,"Down"
"ENSG00000283031",2.07756463844456,-18.7602652294879,3.16778393742321,-5.92220479681709,3.17653685501275e-09,2.92477366249675e-06,TRUE,"Down"
"ENSG00000234473",1.36100693845562,-22.0394552865053,3.72558136323406,-5.91570902302709,3.30448955294415e-09,2.92477366249675e-06,TRUE,"Down"
"ENSG00000131096",1.30354130515232,-22.0284887297555,3.72308647282704,-5.91672766413848,3.28409789882758e-09,2.92477366249675e-06,TRUE,"Down"
"ENSG00000258256",1.44219085954134,-22.1756372913465,3.75354923994908,-5.90791165207874,3.46471732398311e-09,2.97639598820291e-06,TRUE,"Down"
"ENSG00000272784",0.919677269604619,-22.0213609681063,3.75588449794572,-5.86316245351817,4.54133513282214e-09,3.69110964348527e-06,TRUE,"Down"
"ENSG00000254152",1.92669269263976,-22.0329722784981,3.75805450115122,-5.86286661668922,4.54943670109112e-09,3.69110964348527e-06,TRUE,"Down"
"ENSG00000259532",1.67636620788573,-21.355182863582,3.66848012353909,-5.82126170632758,5.84050324668406e-09,4.489195232346e-06,TRUE,"Down"
"ENSG00000131055",1.07242371095948,-21.8778354760487,3.75654086814401,-5.82393117603904,5.74792544058046e-09,4.489195232346e-06,TRUE,"Down"
"ENSG00000223510",1.90775583674889,-21.7557687823679,3.75011355033921,-5.80136267617817,6.57781544204278e-09,4.80312083577964e-06,TRUE,"Down"
"ENSG00000236031",1.2394251533195,-21.7976204100925,3.75549921476968,-5.80418718352184,6.46789895603118e-09,4.80312083577964e-06,TRUE,"Down"
"ENSG00000266256",2.27881766755637,-21.4063523545235,3.69273914339583,-5.7968763899305,6.75614502213669e-09,4.81301180016021e-06,TRUE,"Down"
"ENSG00000259351",1.26973497849806,-21.5730144251281,3.75641988059886,-5.74297206138972,9.30290808341979e-09,6.03820754001167e-06,TRUE,"Down"
"ENSG00000132185",0.943354113447615,-21.59375083118,3.75794926258504,-5.74615284090503,9.1296789144776e-09,6.03820754001167e-06,TRUE,"Down"
"ENSG00000171234",0.943354113447615,-21.59375083118,3.75794926258504,-5.74615284090503,9.1296789144776e-09,6.03820754001167e-06,TRUE,"Down"
"ENSG00000236098",1.36756992268472,-21.6028206053311,3.7551420947906,-5.75286368931286,8.77442336987738e-09,6.03820754001167e-06,TRUE,"Down"
"ENSG00000280571",1.1539026741375,-21.4299069111088,3.73678853480589,-5.73484603463708,9.7600966417216e-09,6.19723701546531e-06,TRUE,"Down"
"ENSG00000251794",1.53029300629163,-21.2882110606938,3.72072310056493,-5.72152522112208,1.05571982174667e-08,6.56073713905887e-06,TRUE,"Down"
"ENSG00000279594",1.7582209879448,-20.411684033228,3.5736501907005,-5.7117185353911,1.11840956522663e-08,6.6666339961509e-06,TRUE,"Down"
"ENSG00000244668",1.5180202022206,-21.4796003826561,3.75868987387088,-5.71465087661924,1.0992947797795e-08,6.6666339961509e-06,TRUE,"Down"
"ENSG00000235330",1.08801424388275,-21.3324619674936,3.73966965721508,-5.70437068588025,1.16773705292429e-08,6.82145276836252e-06,TRUE,"Down"
